ctime,datname,pid,usesysid,usename,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
1416378836.83705,dbt3,5079,10,mark,psql,,-1,2014-11-19 07:33:56.835879+01,2014-11-19 07:33:56.837049+01,2014-11-19 07:33:56.837049+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-19 07:33:56.837053+01
1416378836.83705,dbt3,5081,10,mark,psql,,-1,2014-11-19 07:33:56.836485+01,2014-11-19 07:33:56.837821+01,2014-11-19 07:33:56.837821+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-19 07:33:56.837825+01
1416378836.83705,dbt3,5080,10,mark,psql,,-1,2014-11-19 07:33:56.836283+01,2014-11-19 07:33:56.838719+01,2014-11-19 07:33:56.838719+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-19 07:33:56.838728+01
1416378896.84095,dbt3,5160,10,mark,psql,,-1,2014-11-19 07:34:55.873368+01,2014-11-19 07:34:55.875692+01,2014-11-19 07:34:55.875692+01,f,"
CREATE INDEX orders_o_orderdate_o_orderkey_idx
ON orders (o_orderdate, o_orderkey);",active,2014-11-19 07:34:55.875696+01
1416378896.84095,dbt3,5161,10,mark,psql,,-1,2014-11-19 07:34:55.873725+01,2014-11-19 07:34:55.876658+01,2014-11-19 07:34:55.876658+01,t,"
ALTER TABLE orders
ADD CONSTRAINT pk_orders PRIMARY KEY (o_orderkey) ;",active,2014-11-19 07:34:55.876662+01
1416378896.84095,dbt3,5162,10,mark,psql,,-1,2014-11-19 07:34:55.873895+01,2014-11-19 07:34:55.87589+01,2014-11-19 07:34:55.87589+01,f,"
CREATE INDEX orders_o_orderkey_o_orderdate_idx
ON orders (o_orderkey, o_orderdate);",active,2014-11-19 07:34:55.875893+01
1416378896.84095,dbt3,5170,10,mark,psql,,-1,2014-11-19 07:34:56.839097+01,2014-11-19 07:34:56.840948+01,2014-11-19 07:34:56.840948+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:34:56.840952+01
1416378896.84095,dbt3,5171,10,mark,psql,,-1,2014-11-19 07:34:56.839184+01,2014-11-19 07:34:56.84091+01,2014-11-19 07:34:56.84091+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:34:56.840913+01
1416378896.84095,dbt3,5169,10,mark,psql,,-1,2014-11-19 07:34:56.83897+01,2014-11-19 07:34:56.840912+01,2014-11-19 07:34:56.840912+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:34:56.840915+01
1416378896.84095,dbt3,5172,10,mark,psql,,-1,2014-11-19 07:34:56.839289+01,2014-11-19 07:34:56.840957+01,2014-11-19 07:34:56.840957+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:34:56.840961+01
1416378896.84095,dbt3,5173,10,mark,psql,,-1,2014-11-19 07:34:56.839363+01,2014-11-19 07:34:56.840894+01,2014-11-19 07:34:56.840894+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:34:56.840898+01
1416378896.84095,dbt3,5105,10,mark,psql,,-1,2014-11-19 07:33:56.840956+01,2014-11-19 07:33:56.842688+01,2014-11-19 07:33:56.842688+01,f,COPY lineitem FROM '/AXLE/mark/dbt3/dss/lineitem.tbl' USING DELIMITERS '|';,active,2014-11-19 07:33:56.842691+01
1416378956.84461,dbt3,5185,10,mark,psql,,-1,2014-11-19 07:35:56.842804+01,2014-11-19 07:35:56.844497+01,2014-11-19 07:35:56.844497+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:35:56.844502+01
1416378956.84461,dbt3,5187,10,mark,psql,,-1,2014-11-19 07:35:56.843122+01,2014-11-19 07:35:56.844607+01,2014-11-19 07:35:56.844607+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:35:56.84461+01
1416378956.84461,dbt3,5186,10,mark,psql,,-1,2014-11-19 07:35:56.843023+01,2014-11-19 07:35:56.846044+01,2014-11-19 07:35:56.846044+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:35:56.846051+01
1416378956.84461,dbt3,5184,10,mark,psql,,-1,2014-11-19 07:35:56.842669+01,2014-11-19 07:35:56.846042+01,2014-11-19 07:35:56.846042+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:35:56.84605+01
1416378956.84461,dbt3,5188,10,mark,psql,,-1,2014-11-19 07:35:56.843378+01,2014-11-19 07:35:56.846294+01,2014-11-19 07:35:56.846294+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:35:56.846301+01
1416378956.84461,dbt3,5105,10,mark,psql,,-1,2014-11-19 07:33:56.840956+01,2014-11-19 07:33:56.842688+01,2014-11-19 07:33:56.842688+01,f,COPY lineitem FROM '/AXLE/mark/dbt3/dss/lineitem.tbl' USING DELIMITERS '|';,active,2014-11-19 07:33:56.842691+01
1416379016.85254,dbt3,5197,10,mark,psql,,-1,2014-11-19 07:36:56.842987+01,2014-11-19 07:36:56.848094+01,2014-11-19 07:36:56.848094+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:36:56.8481+01
1416379016.85254,dbt3,5198,10,mark,psql,,-1,2014-11-19 07:36:56.84446+01,2014-11-19 07:36:56.852455+01,2014-11-19 07:36:56.852455+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:36:56.852459+01
1416379016.85254,dbt3,5199,10,mark,psql,,-1,2014-11-19 07:36:56.844557+01,2014-11-19 07:36:56.85263+01,2014-11-19 07:36:56.85263+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:36:56.852633+01
1416379016.85254,dbt3,5200,10,mark,psql,,-1,2014-11-19 07:36:56.844658+01,2014-11-19 07:36:56.852535+01,2014-11-19 07:36:56.852535+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:36:56.852539+01
1416379016.85254,dbt3,5201,10,mark,psql,,-1,2014-11-19 07:36:56.844733+01,2014-11-19 07:36:56.851985+01,2014-11-19 07:36:56.851985+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:36:56.851988+01
1416379016.85254,dbt3,5105,10,mark,psql,,-1,2014-11-19 07:33:56.840956+01,2014-11-19 07:33:56.842688+01,2014-11-19 07:33:56.842688+01,f,COPY lineitem FROM '/AXLE/mark/dbt3/dss/lineitem.tbl' USING DELIMITERS '|';,active,2014-11-19 07:33:56.842691+01
1416379076.85167,dbt3,5210,10,mark,psql,,-1,2014-11-19 07:37:56.844667+01,2014-11-19 07:37:56.850103+01,2014-11-19 07:37:56.850103+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:37:56.850108+01
1416379076.85167,dbt3,5211,10,mark,psql,,-1,2014-11-19 07:37:56.844824+01,2014-11-19 07:37:56.851892+01,2014-11-19 07:37:56.851892+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:37:56.851895+01
1416379076.85167,dbt3,5214,10,mark,psql,,-1,2014-11-19 07:37:56.845055+01,,2014-11-19 07:37:56.850993+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",idle,2014-11-19 07:37:56.853182+01
1416379076.85167,dbt3,5212,10,mark,psql,,-1,2014-11-19 07:37:56.844948+01,2014-11-19 07:37:56.851666+01,2014-11-19 07:37:56.851666+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:37:56.85167+01
1416379076.85167,dbt3,5213,10,mark,psql,,-1,2014-11-19 07:37:56.844995+01,2014-11-19 07:37:56.852797+01,2014-11-19 07:37:56.852797+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:37:56.8528+01
1416379076.85167,dbt3,5105,10,mark,psql,,-1,2014-11-19 07:33:56.840956+01,2014-11-19 07:33:56.842688+01,2014-11-19 07:33:56.842688+01,f,COPY lineitem FROM '/AXLE/mark/dbt3/dss/lineitem.tbl' USING DELIMITERS '|';,active,2014-11-19 07:33:56.842691+01
1416379136.85008,dbt3,5225,10,mark,psql,,-1,2014-11-19 07:38:56.847013+01,2014-11-19 07:38:56.848663+01,2014-11-19 07:38:56.848663+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:38:56.848668+01
1416379136.85008,dbt3,5224,10,mark,psql,,-1,2014-11-19 07:38:56.84701+01,2014-11-19 07:38:56.850075+01,2014-11-19 07:38:56.850075+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2014-11-19 07:38:56.850084+01
